Date,Currency,Description,Record,Bid,Ask
29/11/2004,USD,OIS USD  24M,USDOIS_24M,3.285,3.305
30/11/2004,USD,OIS USD  24M,USDOIS_24M,3.254,3.275
01/12/2004,USD,OIS USD  24M,USDOIS_24M,3.223,3.244
02/12/2004,USD,OIS USD  24M,USDOIS_24M,3.279,3.299
03/12/2004,USD,OIS USD  24M,USDOIS_24M,3.121,3.141
06/12/2004,USD,OIS USD  24M,USDOIS_24M,3.144,3.165
07/12/2004,USD,OIS USD  24M,USDOIS_24M,3.164,3.185
08/12/2004,USD,OIS USD  24M,USDOIS_24M,3.13,3.151
09/12/2004,USD,OIS USD  24M,USDOIS_24M,3.092,3.113
10/12/2004,USD,OIS USD  24M,USDOIS_24M,3.141,3.161
13/12/2004,USD,OIS USD  24M,USDOIS_24M,3.168,3.189
14/12/2004,USD,OIS USD  24M,USDOIS_24M,3.208,3.229
15/12/2004,USD,OIS USD  24M,USDOIS_24M,3.173,3.193
16/12/2004,USD,OIS USD  24M,USDOIS_24M,3.211,3.232
17/12/2004,USD,OIS USD  24M,USDOIS_24M,3.263,3.284
20/12/2004,USD,OIS USD  24M,USDOIS_24M,3.258,3.278
21/12/2004,USD,OIS USD  24M,USDOIS_24M,3.289,3.31
22/12/2004,USD,OIS USD  24M,USDOIS_24M,3.294,3.315
23/12/2004,USD,OIS USD  24M,USDOIS_24M,3.273,3.294
24/12/2004,USD,OIS USD  24M,USDOIS_24M,3.267,3.288
27/12/2004,USD,OIS USD  24M,USDOIS_24M,3.267,3.288
28/12/2004,USD,OIS USD  24M,USDOIS_24M,3.267,3.288
29/12/2004,USD,OIS USD  24M,USDOIS_24M,3.327,3.348
30/12/2004,USD,OIS USD  24M,USDOIS_24M,3.325,3.345
31/12/2004,USD,OIS USD  24M,USDOIS_24M,3.309,3.329
03/01/2005,USD,OIS USD  24M,USDOIS_24M,3.317,3.337
04/01/2005,USD,OIS USD  24M,USDOIS_24M,3.336,3.357
05/01/2005,USD,OIS USD  24M,USDOIS_24M,3.4,3.421
06/01/2005,USD,OIS USD  24M,USDOIS_24M,3.375,3.396
07/01/2005,USD,OIS USD  24M,USDOIS_24M,3.398,3.419
10/01/2005,USD,OIS USD  24M,USDOIS_24M,3.418,3.438
11/01/2005,USD,OIS USD  24M,USDOIS_24M,3.445,3.466
12/01/2005,USD,OIS USD  24M,USDOIS_24M,3.43,3.45
13/01/2005,USD,OIS USD  24M,USDOIS_24M,3.399,3.419
14/01/2005,USD,OIS USD  24M,USDOIS_24M,3.455,3.475
17/01/2005,USD,OIS USD  24M,USDOIS_24M,3.446,3.467
18/01/2005,USD,OIS USD  24M,USDOIS_24M,3.467,3.487
19/01/2005,USD,OIS USD  24M,USDOIS_24M,3.475,3.496
20/01/2005,USD,OIS USD  24M,USDOIS_24M,3.421,3.442
21/01/2005,USD,OIS USD  24M,USDOIS_24M,3.366,3.387
24/01/2005,USD,OIS USD  24M,USDOIS_24M,3.396,3.417
25/01/2005,USD,OIS USD  24M,USDOIS_24M,3.442,3.462
26/01/2005,USD,OIS USD  24M,USDOIS_24M,3.436,3.456
27/01/2005,USD,OIS USD  24M,USDOIS_24M,3.448,3.469
28/01/2005,USD,OIS USD  24M,USDOIS_24M,3.446,3.467
31/01/2005,USD,OIS USD  24M,USDOIS_24M,3.486,3.507
01/02/2005,USD,OIS USD  24M,USDOIS_24M,3.475,3.496
02/02/2005,USD,OIS USD  24M,USDOIS_24M,3.51,3.531
03/02/2005,USD,OIS USD  24M,USDOIS_24M,3.552,3.573
04/02/2005,USD,OIS USD  24M,USDOIS_24M,3.482,3.503
07/02/2005,USD,OIS USD  24M,USDOIS_24M,3.513,3.533
08/02/2005,USD,OIS USD  24M,USDOIS_24M,3.523,3.544
09/02/2005,USD,OIS USD  24M,USDOIS_24M,3.483,3.503
10/02/2005,USD,OIS USD  24M,USDOIS_24M,3.461,3.481
11/02/2005,USD,OIS USD  24M,USDOIS_24M,3.491,3.512
14/02/2005,USD,OIS USD  24M,USDOIS_24M,3.549,3.569
15/02/2005,USD,OIS USD  24M,USDOIS_24M,3.554,3.575
16/02/2005,USD,OIS USD  24M,USDOIS_24M,3.599,3.62
17/02/2005,USD,OIS USD  24M,USDOIS_24M,3.611,3.632
18/02/2005,USD,OIS USD  24M,USDOIS_24M,3.642,3.663
21/02/2005,USD,OIS USD  24M,USDOIS_24M,3.668,3.688
22/02/2005,USD,OIS USD  24M,USDOIS_24M,3.662,3.683
23/02/2005,USD,OIS USD  24M,USDOIS_24M,3.662,3.683
24/02/2005,USD,OIS USD  24M,USDOIS_24M,3.693,3.713
25/02/2005,USD,OIS USD  24M,USDOIS_24M,3.744,3.764
28/02/2005,USD,OIS USD  24M,USDOIS_24M,3.777,3.798
01/03/2005,USD,OIS USD  24M,USDOIS_24M,3.798,3.818
