Date,Currency,Description,Record,Bid,Ask
20/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1125,0.1725
21/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1075,0.1675
22/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.11,0.17
25/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
26/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
27/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
28/02/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1025,0.1625
01/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0875,0.1475
04/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0825,0.1425
05/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0925,0.1525
06/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.0975,0.1575
07/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1,0.16
08/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1,0.16
11/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.105,0.165
12/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1,0.16
13/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1075,0.1675
14/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.11,0.17
15/03/2013,JPY,OIS JPY TONAR 5Y ,ISJPYA5TNSPT05Y,0.1125,0.1725
